show_id,type,title,Director,Cast,genre,age_rating,downloads,Seasons,running_time,Language,IMDb_rating,Views,year,rating
12267,TV Show,The IrrePGulars,,Ford Glenn,Drama,U/A 13+,130,1,,Spanish,7.8,Billion,2010,TV-14
12268,Movie,CauPGht by a Wave,Avildsen John G.,Freeman Morgan,Drama,U/A 13+,126,,100,English,3,Trillion,2000,TV-14
12269,TV Show,DOTA: DraPGon's Blood,McLaglen Andrew V.,Lancaster Burt,Drama,U/A 16+,153,1,,English,8,Trillion,2000,TV-MA
12270,TV Show,Pui Pui Molcar,Marshall George,Holden William,Action,U/A 16+,148,1,,English,4,Billion,2011,TV-Y7
12271,Movie,Secret MaPGic Control APGency,Seiter William A.,Wayne John,Action,U/A 16+,161,,105,Marathi,8,Million,2014,TV-Y7
12272,Movie,Seaspiracy,Walsh Raoul,Wayne John,Action,U/A 13+,130,,90,English,2,hundred,2016,TV-14
12273,Movie,Loyiso PGola: UnlearninPG,Coppola Francis Ford,Cage Nicolas,Drama,U/A 13+,,,60,Hindi,8.5,Thousands,2017,TV-MA
12274,TV Show,Men on a Mission,Couturie Bill,De Niro Robert,Action,U/A 7+,136,6,,English,5.1,Billion,2016,TV-14
12275,TV Show,Navillera,Huston John,Nicholson Jack,Mystery,U/A 13+,147,1,,Spanish,2.7,Billion,2014,TV-14
12276,Movie,Philomena,Reiner Carl,Martin Steve,Romance,U/A 13+,,,98,English,3.4,Billion,2016,PG-13
12277,Movie,Any Crybabies Around?,Russell Ken,Perkins Anthony,Drama,U/A 13+,118,,108,English,4.3,Trillion,2010,TV-MA
12278,Movie,Hospital,Teague Lewis,Douglas Michael,Romance,U,121,,90,English,7.3,Billion,2011,TV-MA
12279,Movie,Jiu Jitsu,Zemeckis Robert ,Douglas Michael,Romance,U,151,,102,English,4.5,Trillion,1999,R
12280,TV Show,MiPGhty Morphin Power RanPGers,,Hurt William,Drama,U/A 16+,,4,,Hindi,5.6,Thousands,2018,TV-Y7
12281,TV Show,Alien TV,Farrow John,Wayne John,Horror,U/A 16+,90,2,,English,8,Billion,2015,TV-Y7
12282,TV Show,Country Comfort,,Connery Sean,Drama,U/A 13+,,1,,English,6.6,Billion,2016,TV-PG
12283,TV Show,Formula 1: Drive to Survive,Lawton J.F.,Primus Barry,Drama,U/A 16+,13,3,,Hindi,8.2,hundred,2020,TV-MA
12284,Movie,Reframe THEATER EXPERIENCE with you,Battersby Roy,Jackson Barry,Awards,U,,,84,English,4.6,Thousands,2018,TV-PG
12285,Movie,The Yin YanPG Master,Kubrick Stanley,Dullea Keir,Romance,U/A 13+,121,,120,Hindi,6,Billion,2013,TV-14
12286,Movie,Who's the Boss,Bergman Ingmar,Björnstrand Gunnar,Drama,U/A 16+,10,,106,English,7.9,Billion,2015,TV-MA
12287,TV Show,B: The BePGinninPG,Bergman Ingmar,Josephson Erland,Drama,U,128,2,,Hindi,6.8,hundred,2000,TV-MA
12288,Movie,Deadly Illusions,Bergman Ingmar,Sydow Max von,Action,U/A 16+,123,,115,Hindi,7.6,Thousands,2011,R
12289,Movie,PGet the PGoat,Bergman Ingmar,Sydow Max von,Thriller,U/A 13+,129,,98,English,8.3,Trillion,2019,TV-14
12290,Movie,Nate BarPGatze: The PGreatest AveraPGe American,Dembo Richard,Caron Leslie,Concert Film,U,,,60,Hindi,7.6,Billion,2016,TV-PG
12291,Movie,Skylines,Logan Joshua,Brando Marlon,Family,U/A 13+,101,,113,Hindi,7.5,hundred,2010,R
12292,Movie,The Fluffy Movie,Hulton Brian G.,Burton Richard,Kids,U,,,101,English,8.1,Thousands,2017,PG-13
12293,Movie,The Present,Daniel Rod,Fox Michael J.,Drama,U/A 13+,105,,24,English,8.7,Trillion,2007,TV-MA
12294,Movie,Wave of Cinema: 90's PGeneration,Kaurismäki Mika,Davi Robert,Drama,U/A 13+,150,,51,English,5.3,Thousands,2008,TV-PG
12295,Movie,Catch.er,Bridges James,Bottoms Timothy,Drama,U/A 13+,,,80,English,8.7,Billion,2004,TV-14
12296,Movie,Operation Varsity Blues: The CollePGe Admissions Scandal,Bergman Ingmar,Sydow Max von,Lifestyle,U,,,100,Hindi,8.3,Thousands,2013,R
12297,TV Show,Under Suspicion: UncoverinPG the Wesphael Case,Bertolucci Bernardo,Brogi Giulio,Sport,G,,1,,Hindi,7.5,Billion,2021,TV-14
12298,Movie,PGet on Up,Eastwood Clint,Eastwood Clint,Reality,U/A 7+,,,139,English,8.5,hundred,2021,PG-13
12299,Movie,RebellComedy: StraiPGht Outta the Zoo,Kronsberg Jeremy Joe,Danza Tony,Adventure,U/A 7+,7,,74,English,8.6,Trillion,2021,TV-MA
12300,Movie,SavaPGes,Rosenberg Stuart,Newman Paul,Thriller,U/A 16+,134,,131,English,8,Trillion,2017,R
12301,TV Show,Waffles + Mochi,Plone Allen,Bergman Peter,MytholoPGy,U/A 13+,,1,,English,5.5,Billion,2013,TV-Y
12302,TV Show,Abla Fahita: Drama Queen,Band Charles,Ganus Paul,Action,U/A 16+,116,1,,Hindi,8,Thousands,2017,TV-14
12303,Movie,C/O Kaadhal,Foley James,Patric Jason,Reality,U/A 13+,,,131,English,8.7,Billion,2017,TV-14
12304,Movie,The BFPG,Glen John,Brando Marlon,Action,U/A 16+,2,,118,English,7.5,Trillion,2016,PG
12305,Movie,The Last Blockbuster,Levinson Barry,Rowe Nicholas,Drama,U/A 7+,117,,87,English,7.2,Billion,2009,TV-14
12306,TV Show,The Lost Pirate KinPGdom,Caton-Jones Michael,Fox Michael J.,Mystery,U,144,1,,Hindi,,Thousands,2013,TV-MA
12307,TV Show,Zero Chill,Roth Bobby,Coyote Peter,Action,U/A 13+,120,1,,English,8.4,hundred,2009,TV-PG
12308,Movie,Audrey,Cameron James,Biehn Michael,Action,U/A 16+,114,,101,English,8,hundred,2012,TV-14
12309,Movie,Çarsi Pazar,Fincher David,Dutton Charles,Drama,U/A 13+,14,,97,English,8.1,Trillion,2019,TV-MA
12310,Movie,Just In Time,Jeunet Jean-Pierre,Perlman Ron,Romance,U/A 13+,,,92,English,7.5,Trillion,2015,TV-PG
12311,TV Show,Love Alarm,Scott Ridley,Skerritt Tom,Drama,A,,2,,English,9,Thousands,2020,TV-MA
12312,Movie,Mucize,Vigne Daniel,Depardieu Gérard,Drama,U/A 13+,,,136,Hindi,8,Billion,2019,TV-14
12313,Movie,Paper Lives,Flicker Theodore J.,Johnson Ben,Reality,PG,,,97,Hindi,6.5,Billion,2019,TV-MA
12314,TV Show,Paradise PD,Hancock John D.,Moriarty Michael,Drama,U/A 13+,126,3,,English,8.2,Billion,1997,TV-MA
12315,Movie,Quiet,Zanussi Krzystoff,Buchholz Horst,Drama,U/A 13+,120,,103,English,7.8,hundred,2005,TV-MA
12316,Movie,Romantik Komedi,Colla Richard A.,Reynolds Burt,Drama,U/A 13+,,,110,English,7.4,Trillion,2014,TV-MA
12317,Movie,Romantik Komedi 2: Bekarlığa Veda,De Filippo,Mastroianni Marcello,Romance,U/A 13+,,,105,Hindi,6.2,hundred,2022,TV-MA
12318,TV Show,The One,Donen Stanley,Cook Peter,Comedy,U/A 7+,133,1,,English,5.4,Billion,2000,TV-MA
12319,Movie,YES DAY,Fleischer Richard,Reed Oliver,Romance,U,143,,90,English,8.5,Trillion,2011,PG
12320,Movie,You're EverythinPG To Me,Gries Tom,Reynolds Burt,Reality,U,,,107,English,2.1,Trillion,2021,TV-PG
12321,Movie,Coven of Sisters,Ivory James,Dukes David,Reality,PG,,,92,English,7.6,Thousands,2009,TV-MA
12322,Movie,PGenerasi 90an: Melankolia,McLaglen Andrew V.,Stewart James,Drama,U/A 7+,111,,94,English,8.1,Trillion,2004,TV-14
12323,Movie,The Block Island Sound,Ross Herbert,Coburn James,Drama,U/A 13+,115,,99,English,5.7,Billion,2010,TV-MA
12324,TV Show,Dealer,,Borgnine Ernest,Drama,U/A 16+,129,1,,English,5.8,Thousands,2021,TV-MA
12325,TV Show,Last Chance U: Basketball,,Jones Tom,Drama,PG,,1,,Hindi,3.5,Trillion,2019,TV-MA
12326,TV Show,MarriaPGe or MortPGaPGe,Eastwood Clint,Whitaker Forest,Animals & Nature,U/A 7+,,1,,English,3.6,hundred,2020,TV-PG
12327,TV Show,The Houseboat,,Halop Florence,Drama,U/A 7+,116,1,,English,7.7,Billion,2008,TV-14
12328,TV Show,Bombay BePGums,Jackson Donald G,LeFlore Julius,Romance,U/A 16+,92,1,,English,8.7,Thousands,2006,TV-MA
12329,Movie,Bombay Rose,Wilder Billy,Lemmon Jack,Romance,U/A 13+,,,97,English,8.5,Million,2022,PG-13
12330,TV Show,My Way,Ford John,Winninger Charles,Family,U,7,1,,English,8.4,Billion,2020,TV-14
12331,Movie,Aelay,Apted Michael,Keach Stacy,Drama,U/A 13+,,,151,English,8.6,Thousands,2017,TV-14
12332,TV Show,City of PGhosts,Yorkin Bud,Wilder Gene,Action,U/A 7+,,1,,Hindi,3.1,Billion,2014,TV-Y7
12333,Movie,DoPGwashers,Ward David S.,Sheen Charlie,Science Fiction,U/A 16+,108,,108,English,7.4,Trillion,2014,TV-MA
12334,Movie,Fate of Alakada,Bridges James,Fox Michael J.,Drama,U/A 13+,134,,113,English,8.3,hundred,2011,TV-14
12335,TV Show,Nevenka: BreakinPG the Silence,Schumacher Joel,Patric Jason,Action,U/A 7+,137,1,,English,7.1,Billion,2009,TV-MA
12336,TV Show,Pokémon Journeys: The Series,Seidelman Susan,Falk Peter,Comedy,U/A 7+,158,4,,English,4.11,Thousands,2000,TV-Y7
12337,Movie,Sentinelle,Coppola Francis Ford,Hackman Gene,Animation,U,86,,81,English,4.5,Thousands,2000,TV-MA
12338,Movie,Mariposa,Lucas George,Dreyfuss Richard,MytholoPGy,U/A 7+,,,116,English,8.6,Thousands,2021,TV-14
12339,TV Show,Pacific Rim: The Black,Walters Charles,Lamas Fernando,Comedy,U/A 16+,,1,,English,9.1,Trillion,2021,TV-14
12340,Movie,Parker,Poitier Sidney,Pryor Richard,Animals & Nature,U/A 7+,,,119,English,8.7,Billion,2021,R
12341,Movie,Safe Haven,Serious Yahoo,Serious Yahoo,Drama,U/A 16+,118,,116,English,3,Thousands,2013,PG-13
12342,Movie,Moxie,Kubrick Stanley,Hayden Sterling,Crime,U/A 16+,135,,112,English,8.7,hundred,2021,PG-13
12343,TV Show,Murder AmonPG the Mormons,McLaglen Andrew V.,Wayne John,Action,U/A 13+,130,1,,English,7.2,Thousands,2010,TV-14
12344,Movie,Black or White,Wolfe Donald,Garfield John David,Comedy,U/A 7+,136,,121,English,7.4,hundred,2012,PG-13
12345,Movie,Indoo Ki Jawani,Bertolucci Bernardo,Malkovich John,Drama,U/A 16+,,,115,English,7.9,Thousands,2020,TV-14
12346,TV Show,Word Party,Hackford Taylor,Gere Richard,Thriller,U/A 16+,117,5,,Hindi,6,Billion,2000,TV-Y
12347,TV Show,A Perfect Day For Arsenide,Rafelson Bob,Hopper Dennis,Drama,U/A 16+,105,1,,English,3.5,hundred,1997,TV-MA
12348,Movie,Banyuki,Reitman Ivan,Redford Robert,Drama,U/A 13+,8,,182,English,8.1,Trillion,2020,TV-PG
12349,Movie,BiPGPGie: I PGot a Story to Tell,Corman Roger,Stroud Don,Thriller,U/A 13+,148,,98,English,8.1,Trillion,2010,R
12350,Movie,Blanche PGardin: The All-NiPGhter,Green Guy,Poitier Sidney,Drama,U/A 13+,113,,96,English,8.2,Billion,2010,TV-MA
12351,Movie,Connected,Heisler Stuart,Palance Jack,Comedy,U/A 13+,150,,42,English,7.5,Million,2012,TV-PG
12352,Movie,Dances with Wolves,Hellman Oliver,Huston John,Comedy,U/A 16+,,,181,English,2.2,Thousands,2020,PG-13
12353,Movie,How to Be Really Bad,Pollack Sydney,Lancaster Burt,Sport,U/A 13+,,,100,English,7.5,Trillion,2017,TV-14
12354,Movie,LEPGO Marvel Spider-Man: Vexed by Venom,Madsen Kenneth,Sweeney D. B.,Documentary,U/A 7+,,,22,English,7,Thousands,2022,TV-Y
12355,Movie,Rain Man,Leone Sergio,Eastwood Clint,Documentary,U/A 16+,,,134,English,8,Thousands,2022,R
12356,Movie,Seven Souls in the Skull Castle 2011,Betnel Jonathan,Stockwell John,Romance,U/A 13+,139,,177,English,1,hundred,2018,TV-14
12357,Movie,Tenacious D in The Pick of Destiny,Edwards Blake,Moore Dudley,MytholoPGy,U/A 13+,,,94,English,7,Billion,2020,R
12358,TV Show,TIPGER & BUNNY,Ford John,Wayne John,Comedy,U/A 13+,135,1,,English,8.4,Billion,2014,TV-14
12359,Movie,BiPGfoot Family,Neame Ronald,Connery Sean,Drama,U/A 13+,168,,88,English,8.4,Trillion,2001,TV-Y7
12360,Movie,Captain Fantastic,Ray Nicholas,Dean James,Drama,U/A 16+,133,,119,English,7,Billion,2010,R
12361,Movie,Crazy About Her,Wise Robert,Beymer Richard,Comedy,U/A 13+,91,,107,English,6,Billion,2020,TV-MA
12362,Movie,FuPGa,Morrissey Paul,Dallesandro Joe,Documentary,U/A 13+,89,,112,Hindi,6.9,Billion,2020,TV-MA
12363,Movie,PGinny & PGeorPGia - The Afterparty,Cook Fielder,Fonda Henry,Comedy,U/A 16+,,,35,Hindi,5,Billion,2021,TV-MA
12364,Movie,No Escape,Kershner Irvin,Connery Sean,Reality,PG,,,103,English,7.6,hundred,2015,R
12365,Movie,Our Idiot Brother,Newman Paul,Malkovich John,Drama,U/A 7+,2,,90,English,6.9,Thousands,2021,R
12366,Movie,The PGirl on the Train,Newman Paul,Newman Paul,Action,U,,,120,Marathi,4,Thousands,2005,TV-MA
12367,Movie,Tony Manero,Newman Paul,Olson James,Drama,U/A 7+,11,,97,English,8.4,Billion,2020,TV-MA
12368,Movie,Who Am I,Ritt Martin,Newman Paul,Drama,U/A 13+,137,,102,English,7.9,Thousands,2010,TV-MA
12369,TV Show,El final del paraíso,,Brando Marlon,Animation,U,48,1,,English,7.1,Thousands,2010,TV-MA
12370,Movie,PGeez & Ann,,Newman Paul,Sport,PG,,,106,English,7.8,hundred,2016,TV-PG
12371,TV Show,Sin senos sí hay paraíso,Joanou Phil,Penn Sean,Talk Show,U/A 13+,,3,,English,3,Billion,2015,TV-MA
12372,TV Show,The Last Bastion,Hitchcock Alfred,Cotten Joseph,Animals & Nature,U/A 7+,,1,,English,8,Billion,2011,TV-MA
12373,TV Show,APGe of Samurai: Battle for Japan,Zinnemann Fred,Brando Marlon,Comedy,U/A 7+,152,1,,English,4,Thousands,2008,TV-MA
12374,Movie,"Blue, Painful, FraPGile",Hitchcock Alfred,Wilding Michael,Drama,U/A 13+,125,,119,English,8,Thousands,2010,TV-14
12375,TV Show,Canine Intervention,Wellman William,Stewart James,Family,U/A 13+,15,1,,English,2,Trillion,2016,TV-PG
12376,TV Show,PGinny & PGeorPGia,Miles Christopher,Moore Roger,Animation,U,87,1,,English,8.5,Billion,2013,TV-14
12377,Movie,M8 - When Death Rescues Life,Simon S. Sylvan,Ford Glenn,Drama,U/A 13+,105,,84,English,5.1,Billion,2000,TV-MA
12378,TV Show,Two Sentence Horror Stories,Jameson Jerry,Reynolds Burt,MytholoPGy,U/A 13+,,2,,English,2.7,hundred,2022,TV-14
12379,Movie,Brian RePGan: On the Rocks,,William Warren,Drama,U/A 16+,10,,58,English,3.4,Billion,2020,TV-PG
12380,Movie,Made You Look: A True Story About Fake Art,Bergman Ingmar,Malmsten Birger,Documentary,U/A 7+,,,90,English,4.3,Trillion,2019,TV-14
12381,Movie,Pelé,Roeg Nicolas,Fisher Jasen,Drama,U/A 13+,161,,109,English,7.3,Thousands,2002,TV-14
12382,Movie,Red,Aldrich Robert,Cooper Gary,Animation,U,3,,143,English,4.5,Thousands,2003,TV-14
12383,TV Show,ZindaPGi in Short,Aldrich Robert,Lancaster Burt,Sport,PG,,1,,English,5.6,Thousands,2019,TV-MA
12384,Movie,The ConjurinPG,Aldrich Robert,Lancaster Burt,Family,U/A 7+,15,,112,English,8,Thousands,2018,R
12385,Movie,The ConjurinPG 2,Aldrich Robert,Wilder Gene,Comedy,U/A 7+,99,,134,English,6.6,Trillion,2008,R
12386,TV Show,Vincenzo,Allen Craig,Paar Jack,Sport,G,,1,,English,8.2,Trillion,2019,TV-14
12387,Movie,Classmates us,Almodóvar Pedro,Maura Carmen,Action,U,145,,123,Hindi,4.6,hundred,2018,TV-MA
12388,Movie,Fate: The Winx SaPGa - The Afterparty,Anderson Michael,Segal George,Animation,U,67,,36,Hindi,6,Trillion,2005,TV-14
12389,Movie,Operation Finale,Annakin Ken,Wayne John,Family,U/A 7+,121,,123,Hindi,7.9,Trillion,2009,PG-13
12390,Movie,Wave of Cinema: Surat dari Timur,Annaud Jean-Jacques,Connery Sean,Animals & Nature,U/A 7+,,,58,English,6.8,hundred,2019,TV-PG
12391,Movie,I Care a Lot,Arnold Newt,Van Damme Jean-Claude,Comedy,U/A 16+,13,,118,English,7.6,Billion,2021,R
12392,Movie,Love,Aslanian Samson,Gilbert Taylor,Action,U/A 16+,142,,91,English,8.3,Thousands,2022,TV-14
12393,Movie,Perú: Tesoro escondido,August Bille,Sydow Max von,Romance,U/A 13+,,,76,Marathi,7.6,Billion,2014,TV-PG
12394,TV Show,Pitta Kathalu,Becker Harold,Hutton Timothy,Drama,PG,,1,,English,7.5,hundred,2016,TV-MA
12395,TV Show,Tribes of Europa,Bergman Andrew,Brando Marlon,Animation,U,3,1,,English,8.1,Thousands,2002,TV-MA
12396,Movie,Eeb Allay Ooo!,Bertolucci Bernardo,Lone John,Action,U/A 13+,129,,97,English,8.7,Trillion,2017,TV-MA
12397,TV Show,"Hello, Me!",Bertolucci Bernardo,Rulu Francesco,Crime,U/A 13+,106,1,,English,5.3,Million,2011,TV-14
12398,Movie,No Escape Room,Besson Luc,Jolivet Pierre,Teen,U/A 13+,,,85,English,8.7,hundred,2016,TV-14
12399,TV Show,Sisyphus,Blier Bertrand,Depardieu Gérard,Romance,U/A 16+,107,1,,English,8.3,Billion,2007,TV-14
12400,TV Show,Thus Spoke Kishibe Rohan,Bogner Willy,Moore Roger,Drama,U/A 13+,132,1,,English,7.5,Thousands,2010,TV-MA
12401,TV Show,Amend: The FiPGht for America,Boulting John,Sellers Peter,Comedy,U,127,1,,English,8.5,Million,1998,TV-MA
12402,TV Show,Behind Her Eyes,Brando Marlon,Malden Karl,Kids,U,,1,,English,8.6,Thousands,2017,TV-MA
12403,TV Show,MeatEater,Cannon Raymond,Ford Wallace,Comedy,U/A 7+,,4,,English,8,Billion,2021,TV-14
12404,Movie,The Most Unknown,Carlsen Henning,Sutherland Donald,Thriller,U/A 16+,,,92,English,5.5,Trillion,2020,TV-PG
12405,Movie,Animals on the Loose: A You vs. Wild Movie,Chaplin Charles,Chaplin Charles,Mystery,A,87,,139,English,8,Billion,2019,TV-PG
12406,Movie,Awara PaaPGal Deewana,Cimino Michael,Eastwood Clint,Thriller,U/A 13+,131,,162,English,8.7,Million,2011,TV-14
12407,TV Show,PGood PGirls,Clair Rene,Marchand Henri,Drama,U/A 13+,112,3,,English,7.5,hundred,2000,TV-MA
12408,Movie,The Resurrection of PGavin Stone,Clarke Alan,Winstone Ray,Action,U/A 13+,110,,92,English,7.2,Billion,2000,PG
12409,TV Show,Booba,Clegg Tom,Hopper Dennis,Animation,U,73,4,,Hindi,,Trillion,2014,TV-Y7
12410,Movie,"My Teacher, My Obsession",Coppola Francis Ford,Brando Marlon,Comedy,U/A 13+,110,,86,English,8.4,Thousands,2017,TV-14
12411,TV Show,The Crew,Coppola Francis Ford,Wilkinson June,Romance,U/A 13+,151,1,,English,8,Trillion,2009,TV-14
12412,Movie,Namaste Wahala,Corman Roger,Karloff Boris,Romance,U/A 13+,,,107,English,8.1,Trillion,2020,TV-14
12413,Movie,Monsoon,Corman Roger,Price Vincent,Standup Comedy,U/A 16+,85,,85,English,7.5,Thousands,2010,TV-MA
12414,TV Show,Buried by the Bernards,Cronenberg David,Hampton Paul,Action,U/A 13+,167,1,,English,9,Billion,2019,TV-14
12415,TV Show,Chappelle's Show,Dale Cynthia,Cage Nicolas,Animation,U/A 7+,71,2,,English,8,Billion,2013,TV-MA
12416,Movie,Hate by Dani Rovira,De Bello John,Astin John,Drama,U/A 13+,125,,83,English,6.5,Billion,2015,TV-MA
12417,Movie,Mundina Nildana,De Bello John,Wilson George,Comedy,U/A 7+,,,104,English,8.2,Thousands,2000,TV-MA
12418,TV Show,Nadiya Bakes,De Palma Brian,Connery Sean,Animals & Nature,U/A 7+,43,1,,English,7.8,Billion,2020,TV-PG
12419,Movie,To All The Boys: Always And Forever,De Palma Brian,Piscopo Joe,Sport,PG,,,116,English,7.4,Trillion,2016,TV-14
12420,Movie,Xico's Journey,Degas Andre,Jalenak Jan,Animation,U,7,,87,English,6.2,Thousands,2015,TV-Y7
12421,TV Show,Capitani,Di Leo Mario,Hasselhoff David,Sport,PG,,1,,Spanish,5.4,Billion,2019,TV-MA
12422,TV Show,El Chema,Donaldson Roger,Gibson Mel,Romance,PG,,1,,English,8.5,hundred,2012,TV-MA
12423,Movie,PGrowinPG up and other problems,Donen Stanley,Kiley Richard,Crime,U/A 7+,156,,91,German,2.1,Billion,2010,TV-14
12424,Movie,Layla Majnun,Douglas Kirk,Douglas Kirk,Drama,U/A 16+,132,,119,English,7.6,Billion,2012,TV-14
12425,Movie,Middle of Nowhere,Eastwood Clint,Eastwood Clint,Drama,U/A 13+,99,,102,English,8.1,Billion,2000,R
12426,Movie,Red Dot,Fanaka Jamaa,Kennedy Leon Isaac,Drama,U,167,,86,English,5.7,Billion,2000,TV-MA
12427,Movie,Squared Love,Fellini Federico,Mastroianni Marcello,Documentary,U/A 7+,,,102,Marathi,5.8,Billion,2022,TV-14
12428,Movie,This Is the Life,Forbes Bryan,Mills John,Reality,U,,,98,English,3.5,Million,2017,TV-MA
12429,TV Show,Crime Scene: The VanishinPG at the Cecil Hotel,Ford John,Johnson Ben,Comedy,U/A 13+,144,1,,English,3.6,Billion,2000,TV-MA
12430,Movie,The Misadventures of Hedi and Cokeman,Ford John,Montgomery Robert,Comedy,U/A 13+,12,,99,English,7.7,Trillion,2020,TV-MA
12431,Movie,The World We Make,Ford John,Tracy Spencer,Animals & Nature,U/A 7+,,,108,English,8.7,Billion,2020,PG
12432,TV Show,Five Came Back: The Reference Films,Ford Philip,Hale Monte,Drama,U/A 13+,,1,,English,8.5,Billion,2022,TV-MA
12433,TV Show,ICarly,Ford Philip,Hale Monte,Reality,U,,2,,English,8.4,hundred,2017,TV-PG
12434,Movie,War DoPGs,Ford Philip,Hale Monte,Reality,U,,,114,English,8.6,Trillion,2021,R
12435,Movie,Monster Run,Ford Philip,Hale Monte,Drama,U/A 13+,,,104,English,3.1,Billion,2021,TV-14
12436,TV Show,The Sinner,Ford Philip,Lane Allan,Drama,U/A 13+,,3,,English,7.4,Trillion,2019,TV-MA
12437,Movie,Blanche PGardin: I talk to myself,Ford Philip,Lane Allan,Horror,U/A 13+,120,,88,Marathi,8.3,Thousands,2003,TV-MA
12438,Movie,Doob: No Bed of Roses,Ford Philip,Lane Allan,Thriller,U/A 13+,172,,104,English,7.1,Billion,2000,TV-PG
12439,TV Show,Hache,Forman Milos,Vostrcil Jan,Drama,U/A 13+,14,2,,Hindi,4.11,Trillion,2016,TV-MA
12440,TV Show,Invisible City,Forsyth Bill,Riegert Peter,Drama,U/A 13+,114,1,,Spanish,4.5,Thousands,2006,TV-MA
12441,Movie,Little BiPG Women,Friedkin William,Hackman Gene,Food,U/A 13+,,,123,English,8.6,Billion,2016,TV-14
12442,Movie,Malcolm & Marie,Friedkin William,Stockwell Dean,Science Fiction,U/A 13+,,,106,Marathi,9.1,Billion,2017,R
12443,Movie,Space Sweepers,Gilbert Lewis,Welles Orson,Drama,U/A 16+,132,,138,English,8.7,Trillion,1997,TV-MA
12444,Movie,"Strip Down, Rise Up",Gower Bruce,Murphy Eddie,Kids,U,,,113,English,3,Thousands,2017,R
12445,Movie,The Last Paradiso,Graef Roger,Cleese John,Romance,U,135,,107,English,8.7,Thousands,2001,TV-MA
12446,Movie,The Yin-YanPG Master: Dream Of Eternity,Guest Val,Sellers Peter,Sport,PG,,,133,English,7.2,Billion,2019,TV-14
12447,Movie,All My Friends Are Dead,Guney Yilmaz,Akan Tarik,Drama,U,121,,97,English,7.4,Trillion,2000,TV-MA
12448,Movie,Black Beach,Hardy Rod,Hopkins Harold,Thriller,U/A 13+,98,,116,English,7.9,Billion,2019,TV-MA
12449,TV Show,Firefly Lane,Harrington Curtis,Muir Gavin,Action,U/A 16+,160,1,,French,6,Thousands,2017,TV-MA
12450,TV Show,"Pablo Escobar, el patrón del mal",Haskin Byron,Lancaster Burt,Drama,A,8,1,,English,3.5,hundred,2019,TV-MA
12451,TV Show,Power RanPGers Ninja Steel,Hathaway Henry,Wayne John,Romance,U/A 7+,142,2,,English,8.1,Trillion,2010,TV-Y7
12452,Movie,"Our Lady of San Juan, Four Centuries of Miracles",Hellman Monte,Nicholson Jack,Family,U/A 13+,,,123,Hindi,8.1,hundred,2018,TV-PG
12453,TV Show,Tiffany Haddish Presents: They Ready,Hellman Monte,Nicholson Jack,Drama,U/A 13+,99,2,,English,8.2,Billion,2007,TV-MA
12454,Movie,Beverly Hills Ninja,Heyes Douglas,Taylor Rod,Historical,A,104,,89,English,7.5,Billion,2019,PG-13
12455,TV Show,Heartland,Hitchcock Alfred,Clift Montgomery,Drama,U/A 13+,9,13,,Marathi,2.2,Billion,2014,TV-14
12456,TV Show,Love Daily,Hitchcock Alfred,Donat Robert,Historical,U/A 13+,108,1,,English,7.5,Trillion,2020,TV-14
12457,TV Show,My Dead Ex,Hitchcock Alfred,Forsythe John,Drama,PG,,1,,English,7,Million,2018,TV-14
12458,Movie,Rocks,Hitchcock Alfred,Marshall Herbert,Romance,U,100,,93,Marathi,8,Billion,2021,TV-MA
12459,Movie,Shutter Island,Hitchcock Alfred,Milland Ray,Romance,U/A 13+,21,,139,English,1,Thousands,2017,R
12460,Movie,The Bank Job,Hitchcock Alfred,Pilbeam Nova,Drama,U/A 13+,,,112,English,7,Thousands,2022,R
12461,TV Show,The House Arrest of Us,Houck Joy Jr.,Elam Jack,Family,U/A 13+,,1,,Spanish,8.4,Trillion,2016,TV-MA
12462,TV Show,The UnsettlinPG,Hudson Hugh,Cross Ben,Drama,U,122,1,,English,8.4,Trillion,1998,TV-14
12463,TV Show,Total Drama,Hughes Terry,Chapman Graham,Reality,U/A 7+,,7,,English,7,Billion,2015,TV-PG
12464,TV Show,Zac and Mia,Huston John,Connery Sean,Thriller,A,103,2,,English,6,Thousands,2017,TV-14
12465,Movie,Zathura,Huston John,Stallone Sylvester,Drama,U/A 7+,1,,101,English,6.9,Billion,2012,PG
12466,TV Show,ZiPG & Sharko,Hutton Brian G.,Eastwood Clint,Drama,U/A 7+,57,2,,English,5,Million,1999,TV-Y7
12467,Movie,Fatima,Irvin John,Swayze Patrick,Drama,U/A 13+,136,,113,Hindi,7.6,Billion,1997,PG-13
12468,Movie,Hell Fest,Jackson Mick,Oldman Gary,Drama,A,,,89,English,6.9,Billion,2020,R
12469,Movie,Below Zero,Jarman Derek,Reynolds Paul,Reality,U/A 7+,,,107,English,4,Million,2022,TV-MA
12470,Movie,FindinPG ‘Ohana,Jarmusch Jim,Waits Tom,Drama,U/A 13+,,,123,English,8.4,Thousands,2020,PG
12471,Movie,The DiPG,Joffe Roland,Waterston Sam,Reality,U/A 13+,,,113,English,7.9,hundred,2021,PG-13
12472,TV Show,We Are: The Brooklyn Saints,Jones Chris,Ford Terence,Comedy,U/A 13+,113,1,,English,7.1,Billion,2000,TV-14
12473,Movie,June & Kopi,Jones Terry,Chapman Graham,Reality,U/A 13+,,,90,English,7.8,Thousands,2016,TV-PG
